subject,total_questions,correct,wrong,study_time,difficulty,current_net,target_net,predicted_net
computer science,17,4,13,217,1.153340160136719,0.75,17.01236698671986,10.41460408985889
physics,34,1,33,157,1.2897366684838556,-7.25,4.918754258624052,0.0
dentistry,26,17,9,81,1.0916967645526174,14.75,25.22719331977045,18.12990077057191
marketing,32,9,23,115,0.7952247024847202,3.25,16.466977330940615,9.892093100379833
economics,10,0,10,129,0.7152805292874208,-2.5,9.043758854382123,2.682400776427745
marketing,25,20,5,198,0.834080346404807,18.75,28.657715217738012,25.246217756432973
media studies,44,43,1,173,1.4145220796325033,42.75,57.087300683857976,53.03445550196357
translation studies,11,0,11,24,0.5379001635705742,-2.75,11.856964660832723,0.0
trigonometry,45,30,15,158,0.7954482388074234,26.25,37.779977609468304,33.05830166419202
artificial intelligence,26,5,21,130,1.013013297294866,-0.25,7.209076129932525,4.934995125043407
networking,23,19,4,22,1.4064736656454548,18.0,33.191224883195915,16.192868062856164
data science,46,43,3,16,1.4405487196489135,42.25,53.095045833355464,40.738086635723846
music history,35,18,17,31,1.1198547903200633,13.75,24.826205373426163,11.670874575397875
web development,12,1,11,51,0.6459543445076747,-1.75,4.928093534179103,0.0
quantum physics,40,17,23,95,1.2833688772667013,11.25,21.08683977333226,14.658822407513776
creative writing,12,6,6,65,1.3600600849879234,4.5,20.421723678962223,5.3673698620911825
accounting,19,2,17,236,1.2080399509458601,-2.25,14.746617407311398,10.462674015529881
photography,24,9,15,130,0.5951717851753606,5.25,22.960953821216336,7.300358347566069
materials science,41,22,19,19,1.1023469681863758,17.25,34.617197702004496,14.396775666922132
cyber security,20,1,19,57,0.7600729896764552,-3.75,6.182461525797606,0.0
trigonometry,33,3,30,83,1.3895283727822754,-4.5,8.466012291539762,0.0
pedagogy,23,9,14,119,0.5269108953322286,5.5,14.992447089821681,11.972150982046474
public health,38,22,16,42,1.180867011517496,18.0,34.59604563399503,15.774873681512481
electromagnetism,13,12,1,43,1.4146109393792496,11.75,21.784067636326103,8.411637142762885
philosophy,14,14,0,146,0.6720636499114274,14.0,21.897009597785708,19.376910534916284
early childhood education,16,15,1,236,0.7793412290564835,14.75,24.13489289503066,22.513764067128392
machine learning,10,1,9,12,0.5663382993711825,-1.25,6.100594115390622,0.0
visual arts,27,10,17,168,0.7079145515972245,5.75,23.487440471520777,9.67859199185333
compiler design,29,0,29,152,0.6018323071424792,-7.25,7.364811267634636,0.0
calculus,13,8,5,213,1.0583760642305404,6.75,21.494848064183174,16.076193255545757
public health,34,10,24,123,1.197940703536677,4.0,23.262551407887052,6.435167744470755
inorganic chemistry,20,8,12,237,1.3271590596413643,5.0,21.812524321784508,14.761389308137602
meteorology,10,9,1,64,1.0175301488960284,8.75,16.609911939305206,9.888164889486259
cyber security,38,1,37,133,0.893597546067084,-8.25,3.873974540361022,0.0
translation studies,41,15,26,190,0.5192415238959099,8.5,16.88208339634929,16.724711693201726
public health,18,14,4,47,1.2739815638097753,13.0,28.820882911184263,13.258657053325846
health science,24,12,12,145,0.8851183159627358,9.0,20.28104763939372,14.690157196155015
biochemistry,47,39,8,131,1.1244081329458178,37.0,47.47908146749478,43.22242048931577
dentistry,37,16,21,236,0.669681640506964,10.75,30.230127366358623,18.610228510390943
inorganic chemistry,14,1,13,113,0.5278360756833629,-2.25,3.0186602586638145,0.3694879288070583
special education,18,17,1,81,0.543407037323587,16.75,25.718653605235087,20.501000162938777
geography,39,31,8,87,1.2233416640832444,29.0,47.052560363275276,33.295722319454796
theater,19,3,16,39,1.4433561179877705,-1.0,10.52416524904547,0.0
algebra,21,18,3,24,0.6980569503232932,17.25,25.274287681814467,17.89842708028036
supply chain,31,30,1,75,0.8041072359670827,29.75,46.789276940807724,33.53242289056627
urban planning,11,0,11,205,1.4295654272334577,-2.75,8.604021389128473,3.5886670205516964
cyber security,12,1,11,79,0.6527786499877529,-1.75,12.019873170561523,0.3824019435129673
industrial design,26,19,7,42,1.223618259097683,17.25,35.76251719094054,15.691464583794005
management,11,8,3,78,1.4831203922345213,7.25,13.194598011185953,10.848228538350794
instructional design,35,14,21,154,0.9454427457303426,8.75,28.648911161817725,15.366926869339203
materials science,29,10,19,211,1.4260857100939641,5.25,19.200267865212794,14.455040792596009
calculus,50,8,42,87,0.7675719097955793,-2.5,12.703278244462876,0.0
curriculum studies,48,47,1,108,0.7736542040866875,46.75,53.67739090111901,53.20710847077817
physics,14,10,4,114,0.6734411290826785,9.0,16.274033640230567,11.257400103893733
analytical chemistry,42,28,14,65,0.9248756172364118,24.5,29.978199538249108,27.55401299145033
astrophysics,17,5,12,232,1.3437437993414667,2.0,8.792241975883025,8.32443082946139
classical mechanics,25,13,12,77,0.8006232529993635,10.0,15.441809559247105,13.394811759488151
translation studies,24,11,13,124,1.3774274549064471,7.75,25.23972355301003,12.130580067110332
fashion design,46,22,24,218,0.880603342007464,16.0,34.77845588216117,30.610930148510732
networking,15,14,1,128,0.9014053537658345,13.75,29.4506474717421,16.579962761222774
analytical chemistry,48,15,33,154,0.8356761098273567,6.75,19.976541603898944,14.48846028035045
history,45,20,25,33,0.9062481892582063,13.75,27.728545539797672,14.622526049181122
earth science,32,10,22,149,1.3406812760665374,4.5,22.465706399929616,10.399864788342402
compiler design,19,8,11,109,0.7181595251474626,5.25,22.49056951943414,5.825006448336386
industrial design,17,10,7,186,0.7235852680832358,8.25,17.989543324658513,20.98039426558628
computer science,49,31,18,216,0.9038339517152236,26.5,37.62289792935215,34.74402948886717
statistics,37,30,7,214,0.969705432857238,28.25,43.03455047210464,42.3079548667737
database systems,36,20,16,29,0.984565879280521,16.0,28.577708531759917,13.443610484980809
political science,31,12,19,50,1.1522855533410417,7.25,25.226051078904057,7.415271219362831
communication,28,10,18,200,0.5308652316960558,5.5,14.591492236155734,12.027100165094215
music history,48,42,6,37,1.2539575907137104,40.5,57.11573229506529,40.754678827500804
algebra,12,5,7,28,0.857686662484335,3.25,17.890501480169313,1.8664649764402053
artificial intelligence,15,15,0,42,1.2548858865322279,15.0,32.917081332264644,16.670836831734544
optics,48,43,5,46,1.4103706345015086,41.75,57.73396038400608,41.07421258143392
evolution,48,19,29,60,0.5812074607991748,11.75,24.41550029360857,11.072506011389972
communication,21,10,11,124,0.5614107394690319,7.25,26.910127029556826,11.96297353856992
genetics,44,1,43,129,0.9067515215564786,-9.75,4.565979118957902,0.0
web development,41,39,2,137,1.1554226467115547,38.5,49.87143430347426,41.26977852545716
cosmology,50,42,8,198,0.5969471126875714,40.0,47.988222761661355,51.328374582117725
accounting,15,13,2,96,1.4412492673576223,12.5,29.298944181787565,16.18963642800366
management,24,7,17,22,0.8860778726934736,2.75,18.9601493345777,3.591961286509848
public health,40,36,4,77,1.451063620746519,35.0,44.04689300952003,36.32657569514077
pharmacology,50,47,3,129,0.9785613518655636,46.25,55.63901474516605,48.21010000444133
astrophysics,25,11,14,16,1.2743690342338843,7.5,24.985400935085714,4.253111371378921
math,28,11,17,232,1.2941033257151218,6.75,17.723396741146594,14.643460687562104
foreign languages,23,7,16,108,0.7946585942724814,3.0,22.951434867281474,6.335932949975739
math,49,2,47,175,0.9351912771003229,-9.75,5.738699628576793,0.0
trigonometry,45,28,17,118,0.9838194071885561,23.75,34.50727180368406,29.620732195580775
math,33,1,32,131,0.6638803095763898,-7.0,8.1363453374142,0.0
literature,43,3,40,166,1.2098643665749251,-7.0,6.488479180607198,0.0
data science,48,13,35,53,1.0101996264206177,4.25,16.992756863670216,5.500406620412926
genetics,34,4,30,16,1.2477005720318266,-3.5,3.441853952595096,0.0
biochemistry,22,14,8,93,0.9024104379718796,12.0,20.54670344907455,18.0392525664068
organic chemistry,39,39,0,126,1.0335518794563807,39.0,54.38701826251921,43.45876115946518
political science,48,37,11,109,1.0433526336660583,34.25,53.44922371988575,38.684503256741436
visual arts,16,14,2,46,1.300442914489115,13.5,20.307373019999453,11.015325011697577
public health,23,7,16,209,1.2991271586063726,3.0,16.909146397179942,6.711308217049352
ecology,17,0,17,214,0.7128685409848853,-4.25,14.971673425437874,4.629612263331543
web development,28,7,21,27,1.31520907368992,1.75,9.020430402741194,1.2875925529498105
music theory,26,22,4,140,1.2454430519271438,21.0,32.63270689029465,24.482372829275295
meteorology,19,4,15,99,0.6854222044805692,0.25,14.82916746840125,2.143563109183283
inorganic chemistry,43,28,15,126,1.2969794380074045,24.25,38.702663267075415,29.664367222130064
fashion design,30,7,23,73,0.9102367185740273,1.25,8.790150515819544,0.47421520492630886
oceanography,12,2,10,240,0.7055560772186149,-0.5,17.145563018618088,13.463273079293387
film studies,28,9,19,76,0.723042703580523,4.25,9.925152262883852,6.986114203253436
nanotechnology,44,10,34,152,1.1047845553335738,1.5,12.427613918522296,5.261550315169929
organic chemistry,22,5,17,181,1.3326916519265408,0.75,19.858208117554327,7.993584012260786
genetics,14,13,1,89,1.0480045922524002,12.75,23.794479426792964,14.588125125659085
creative writing,20,9,11,239,1.1835826388732351,6.25,24.118858927353067,15.320863143613506
web development,28,11,17,14,0.5030831320316826,6.75,18.991399139854167,5.074424380163977
instructional design,10,0,10,59,1.2920540106115608,-2.5,16.41437062807672,0.0
game development,28,16,12,176,0.6710308766648168,13.0,23.16706433884852,18.258523255904684
classical mechanics,45,9,36,68,0.9713673471718561,0.0,7.2666183922251255,1.9466402539937613
communication,50,14,36,167,0.5334268576207768,5.0,17.53153907348576,10.759105715053266
psychology,32,0,32,212,1.4103269701030112,-8.0,10.186001134739232,0.0
organic chemistry,22,1,21,68,1.3357657131626564,-4.25,8.821526553662816,0.0
accounting,14,10,4,108,0.5436269531812256,9.0,15.043216932688637,14.133610996102023
business administration,22,17,5,211,1.2842142108513095,15.75,22.72755481813351,20.49131536194658
calculus,15,0,15,156,0.7087122109394919,-3.75,15.98333158608677,3.468081228965211
statistics,17,2,15,134,1.4851164717732988,-1.75,3.583190743781067,2.8060932205043647
finance,35,6,29,34,0.727449643426983,-1.25,6.167037389073907,0.0
meteorology,20,3,17,196,1.416160283132499,-1.25,13.569853367962647,9.565147780029504
geography,31,27,4,22,1.2050830029492634,26.0,31.018786113347396,26.59697457530807
oceanography,11,0,11,140,1.1880261443763693,-2.75,16.940135050004784,1.5717897565143883
astronomy,33,30,3,64,0.6725364150010817,29.25,41.923665416784786,30.772769678929787
law,19,17,2,139,1.2607657293440282,16.5,29.704305453614978,23.6191139713546
molecular biology,12,12,0,200,0.5929025237217103,12.0,17.25783054392159,20.428878875915448
electromagnetism,48,6,42,59,1.1403901999708874,-4.5,13.133143656862607,0.0
translation studies,16,5,11,174,0.985226345778517,2.25,8.368212323101835,8.680734855451677
political science,45,12,33,201,1.4041239461493018,3.75,17.820324283729484,6.59460237522492
history,26,24,2,128,0.6324219423936612,23.5,38.038888157914215,29.341818680565122
graphic design,15,12,3,82,1.2597872484906434,11.25,17.272566798365666,15.331384577511752
artificial intelligence,15,8,7,139,0.6148327248740401,6.25,21.515502858061573,10.385288259514349
physics,49,3,46,50,0.8410209763408376,-8.5,6.715930692964156,0.0
trigonometry,47,9,38,86,1.0496461134285378,-0.5,8.86040805814434,1.7174046886649181
calculus,32,32,0,15,0.9159435656506435,32.0,46.85566142674134,33.076357931002484
earth science,18,11,7,216,0.964205354442354,9.25,26.089128052987753,19.39546723523462
curriculum studies,19,14,5,225,1.0999772271058001,12.75,28.890713605406937,22.170130778592245
foreign languages,38,4,34,59,0.6369418225684116,-4.5,9.161759725777687,0.0
pedagogy,15,12,3,220,0.9427272775920527,11.25,28.531752413384616,23.523426638717396
education,43,41,2,109,0.8458151968006237,40.5,57.467453055420684,42.579455467740075
veterinary science,12,3,9,138,0.7969207929798972,0.75,19.46046175682006,2.654799367067581
nanotechnology,23,3,20,159,0.7232376898893574,-2.0,14.683151401444189,5.32558288937436
mobile development,39,0,39,67,1.108124231503803,-9.75,0.10362072253259669,0.0
geography,38,33,5,230,0.7178727729801988,31.75,40.76899098035969,43.30639042651063
law,40,1,39,207,1.1010607584156304,-8.75,7.0566367103254315,0.0
supply chain,27,9,18,182,0.9877217072378054,4.5,14.575555367444473,12.444404778758889
instructional design,39,17,22,130,0.5583075375614068,11.5,23.897240830110764,18.95331938419847
health science,39,24,15,163,0.8946851333529138,20.25,34.00064669591819,28.212314490180397
nursing,36,26,10,186,1.3627147245359401,23.5,28.794730867904867,32.71267518543796
entrepreneurship,24,21,3,84,1.3453097274998378,20.25,33.827429928143616,21.78869000378477
operating systems,46,14,32,23,0.9830884454470372,6.0,12.360970172468797,5.197836567374928
anatomy,14,0,14,232,0.6750096419852005,-3.5,5.597674430121163,9.65671349998215
supply chain,11,1,10,154,1.2652245383455922,-1.5,8.859147604355682,4.415906523982063
organic chemistry,31,10,21,147,1.3868517220058005,4.75,23.199428964627405,12.530989761088367
linear algebra,49,30,19,165,0.9089860684592467,25.25,42.62607418996663,31.25447984692829
inorganic chemistry,36,4,32,134,0.7645358558209141,-4.0,2.1623326831646237,0.0
materials science,25,5,20,82,0.662374093021123,0.0,14.25027228083948,2.494627303676727
operating systems,35,11,24,21,0.731770430979972,5.0,13.767749104097746,4.939968057336833
media studies,20,17,3,232,1.1677952471656914,16.25,21.943814594178587,26.929584369091035
thermodynamics,30,20,10,16,0.510480289503969,17.5,34.73549183537813,17.730660226188178
pharmacology,48,27,21,98,0.798626888846744,21.75,35.18098744068271,25.765433697013695
nursing,30,15,15,105,0.8793471306893443,11.25,18.532132704467028,16.59887825296947
nanotechnology,26,17,9,127,0.8945035434012595,14.75,30.813182231539876,21.97799740091232
pharmacology,28,19,9,105,1.0636917988750305,16.75,29.063182688200232,17.03492407991755
cyber security,32,25,7,41,1.2308126317931172,23.25,32.116183249058224,24.51666639757633
marketing,11,4,7,223,0.8791548470679815,2.25,17.1745586920798,16.17098043901064
creative writing,39,2,37,226,1.122261667707782,-7.25,12.570189782270731,0.0
evolution,15,4,11,111,1.3361773343527408,1.25,19.475253659528207,4.791356519712499
pedagogy,22,13,9,101,1.461874216785961,10.75,24.47324443831549,13.028733202956644
accounting,23,21,2,97,1.3068668138786121,20.5,31.04558857374294,19.612032482161354
graphic design,23,19,4,99,0.6568511571603982,18.0,23.343978869616645,23.70415996664716
architecture,48,14,34,220,1.1445850498383512,5.5,22.26653987795919,17.39706273084987
industrial design,25,14,11,210,1.3634426416418284,11.25,27.378154954843943,17.883816936005353
organic chemistry,32,10,22,18,0.7673260773932837,4.5,11.009502063036841,2.5918471325604795
software engineering,32,12,20,190,1.1352866797120442,7.0,23.496735063291673,17.902779743388436
human resources,44,5,39,221,1.1837994030348864,-4.75,10.328026063096036,4.451403397352455
astronomy,18,10,8,116,0.770261328825294,8.0,19.889404007957456,15.297578268634997
economics,10,8,2,32,0.5376294069928387,7.5,14.241671781948217,6.332094345031476
curriculum studies,41,18,23,180,0.6534014109701113,12.25,31.91310107436052,22.342535441280454
music theory,47,16,31,12,0.853149329409781,8.25,22.75412119133488,6.171272369733363
urban planning,46,30,16,84,0.6849793253648798,26.0,39.13346286553825,29.756898476773017
math,17,0,17,228,0.5804789654055617,-4.25,6.757615436701153,9.74708968173234
entrepreneurship,18,14,4,228,0.6369101001690859,13.0,22.36752928931311,23.697128626902224
trigonometry,27,25,2,147,1.3413751649905692,24.5,29.802382599080243,30.291295203689742
genetics,37,31,6,175,0.7051043829623764,29.5,46.461739706253155,38.9698559763315
computer science,11,0,11,50,0.7097169735434992,-2.75,10.908722653178623,0.0
education,38,9,29,231,1.0380482876639028,1.75,21.362341366913967,12.845465188098947
management,15,6,9,180,1.2601092652021515,3.75,10.400783357147933,13.373215889438915
quantum physics,22,11,11,231,0.6898921852198109,8.25,27.293005732943495,24.793204352886644
chemistry,18,6,12,144,0.969911535107286,3.0,13.324680395553123,4.43212714312496
media studies,34,27,7,212,1.4877370750369097,25.25,42.48834221616167,33.77381532380984
